"Season","Id","Name","Position","Team","Conference","Usage Overall","Usage Pass","Usage Rush","Usage FirstDown","Usage SecondDown","Usage ThirdDown","Usage StandardDowns","Usage PassingDowns"
"2025","4713277","Eric Rivers","WR","Georgia Tech","ACC","0.087","0.169","0.017","0.089","0.095","0.07","0.079","0.11"
"2025","4726129","Harrison Saint Germain","TE","Virginia Tech","ACC","0.017","0.033","0","0.013","0.017","0.024","0.023","0"
"2025","4773919","Thomas Castellanos","QB","Florida State","ACC","0.502","0.891","0.228","0.434","0.505","0.622","0.416","0.7"
"2025","4804878","Cooper Barkate","WR","Duke","ACC","0.121","0.224","0","0.123","0.107","0.133","0.114","0.138"
"2025","4816323","Nate Kurisky","TE","Louisville","ACC","0.039","0.075","0","0.029","0.051","0.047","0.036","0.046"
"2025","4824124","Alex Broome","RB","Boston College","ACC","0.051","0","0.108","0.057","0.083","0","0.048","0.063"
"2025","4832029","Alex Bauman","TE","Miami","ACC","0.036","0.075","0","0.023","0.045","0.06","0.029","0.056"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","0.257","0.106","0.401","0.306","0.237","0.188","0.296","0.176"
"2025","4837258","Travis Bates","RB","Duke","ACC","0.069","0","0.129","0.066","0.07","0.083","0.056","0.098"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","0.113","0.027","0.233","0.138","0.113","0.06","0.139","0.049"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","0.037","0.071","0","0.033","0.048","0.029","0.028","0.061"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","0.018","0","0.032","0","0.063","0","0.027","0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","0.028","0","0.051","0.03","0.05","0","0.027","0.029"
"2025","4869728","Jeremiah Hasley","TE","Duke","ACC","0.053","0.098","0","0.039","0.054","0.059","0.046","0.071"
"2025","4869961","Chris Bell","WR","Louisville","ACC","0.152","0.279","0","0.154","0.151","0.162","0.143","0.175"
"2025","4870645","Rickie Collins","QB","Syracuse","ACC","0.441","0.697","0.135","0.333","0.467","0.6","0.307","0.694"
"2025","4870656","Johntay Cook II","WR","Syracuse","ACC","0.092","0.174","0.003","0.061","0.126","0.103","0.067","0.145"
"2025","4870709","Shamar Easter","TE","North Carolina","ACC","0.016","0.035","0","0.017","0","0.038","0.022","0"
"2025","4870736","Mark Fletcher Jr.","RB","Miami","ACC","0.237","0.048","0.426","0.289","0.231","0.12","0.281","0.111"
"2025","4870770","Nathaniel Joseph","WR","Miami","ACC","0.045","0.079","0","0.029","0.043","0.167","0.019","0.154"
"2025","4870789","Jaxson Lavender","WR","SMU","ACC","0.06","0","0.133","0.065","0.095","0","0.061","0.056"
"2025","4870802","Sedrick Irvin","RB","Stanford","ACC","0.07","0.012","0.143","0.091","0.068","0.036","0.083","0.044"
"2025","4870819","Eli Holstein","QB","Pittsburgh","ACC","0.383","0.538","0.163","0.349","0.383","0.456","0.353","0.443"
"2025","4870826","Micah Mays Jr.","WR","Wake Forest","ACC","0.069","0.138","0","0.051","0.099","0.069","0.059","0.089"
"2025","4870870","Ty Lockwood","TE","Boston College","ACC","0.019","0.031","0","0.026","0.019","0","0.017","0.023"
"2025","4870900","Dylan Lonergan","QB","Boston College","ACC","0.439","0.694","0.076","0.379","0.455","0.556","0.378","0.583"
"2025","4870922","Duce Robinson","WR","Florida State","ACC","0.106","0.255","0","0.101","0.105","0.122","0.092","0.138"
"2025","4870929","Noah Rogers","WR","NC State","ACC","0.066","0.132","0","0.043","0.094","0.083","0.048","0.106"
"2025","4870941","Cameron Seldon","WR","Virginia Tech","ACC","0.043","0.072","0.018","0.066","0.03","0.021","0.05","0.029"
"2025","4870954","Randy Pittman","TE","Florida State","ACC","0.065","0.128","0.015","0.047","0.058","0.1","0.047","0.102"
"2025","4870955","Samuel Singleton","RB","Florida State","ACC","0.105","0.01","0.182","0.15","0.088","0.045","0.14","0.021"
"2025","4871001","Jaedn Skeete","WR","Boston College","ACC","0.056","0.098","0","0.038","0.077","0.065","0.043","0.082"
"2025","4871053","Daylan Smothers","RB","NC State","ACC","0.288","0.116","0.472","0.448","0.163","0.171","0.356","0.15"
"2025","4871148","Jaylin Lucas","RB","Florida State","ACC","0.05","0.046","0.054","0.048","0.062","0.038","0.048","0.055"
"2025","4871708","Luke McLaughlin","WR","Boston College","ACC","0.042","0.073","0","0.047","0.033","0.048","0.036","0.057"
"2025","4873276","Zach Jackson","WR","Clemson","ACC","0.015","0.027","0","0.029","0","0","0.022","0"
"2025","4873442","Xavier Brown","RB","Virginia","ACC","0.112","0.034","0.182","0.105","0.159","0.073","0.125","0.083"
"2025","4873609","Daylon Gordon","RB","Georgia Tech","ACC","0.016","0","0.034","0.032","0","0","0.022","0"
"2025","4875128","Lex Thomas","QB","NC State","ACC","0.058","0.113","0","0.017","0.053","0.15","0.023","0.143"
"2025","4875272","Trond Grizzell","WR","California","ACC","0.106","0.18","0","0.07","0.149","0.123","0.073","0.181"
"2025","4875613","Dean Patterson","WR","Georgia Tech","ACC","0.039","0.088","0","0.043","0.044","0.026","0.04","0.037"
"2025","4876056","Jeffrey Johnson","TE","California","ACC","0.015","0.023","0","0","0.029","0.022","0","0.041"
"2025","4876144","Tuna Altahir","RB","Stanford","ACC","0.066","0.007","0.139","0.047","0.093","0.075","0.087","0.025"
"2025","4877558","Raphael Williams","WR","Pittsburgh","ACC","0.087","0.156","0.003","0.066","0.108","0.096","0.077","0.106"
"2025","4879499","Tony Johnson","WR","Miami","ACC","0.028","0.058","0","0.019","0.028","0.063","0.03","0.022"
"2025","4880279","P.J. Prioleau","RB","Virginia Tech","ACC","0.057","0.059","0.055","0.07","0.056","0.041","0.065","0.04"
"2025","4882122","Sterling Berkhalter","WR","Wake Forest","ACC","0.055","0.116","0","0.038","0.054","0.092","0.036","0.094"
"2025","4888723","Wesley Grimes","WR","NC State","ACC","0.056","0.115","0","0.041","0.075","0.069","0.04","0.093"
"2025","4893815","JaMario Clements","RB","Wake Forest","ACC","0.06","0.018","0.102","0.062","0.072","0.032","0.067","0.044"
"2025","4898018","Josh Sapp","TE","Clemson","ACC","0.027","0.047","0","0.025","0.04","0.008","0.025","0.032"
"2025","4899368","Kendrick Raphael","RB","California","ACC","0.292","0.077","0.618","0.372","0.269","0.165","0.362","0.135"
"2025","4899369","Christopher Vizzina","QB","Clemson","ACC","0.286","0.416","0.14","0.252","0.288","0.368","0.227","0.436"
"2025","4899472","Chris Culliver","WR","North Carolina","ACC","0.05","0.102","0","0.066","0.047","0.032","0.052","0.048"
"2025","4899704","Jordan King","WR","California","ACC","0.041","0.068","0","0.026","0.038","0.084","0.023","0.08"
"2025","4910239","Justus Ross-Simmons","WR","Syracuse","ACC","0.085","0.15","0","0.089","0.048","0.122","0.075","0.108"
"2025","4910711","Justin Holmes","TE","Pittsburgh","ACC","0.05","0.09","0","0.048","0.073","0.029","0.053","0.044"
"2025","4912052","Justin Joly","TE","NC State","ACC","0.079","0.157","0","0.057","0.11","0.07","0.073","0.09"
"2025","4912130","Trell Harris","WR","Virginia","ACC","0.084","0.18","0","0.084","0.069","0.108","0.07","0.115"
"2025","4914482","Charlie Mirer","QB","Stanford","ACC","0.057","0.077","0.036","0.038","0.095","0.053","0.025","0.1"
"2025","4914980","Cole Turner","WR","Clemson","ACC","0.043","0.082","0.004","0.041","0.056","0.035","0.035","0.063"
"2025","4917119","Devin Alves","WR","Virginia Tech","ACC","0.031","0.069","0","0.017","0.081","0","0.012","0.068"
"2025","4918417","Ayden Greene","WR","Virginia Tech","ACC","0.086","0.185","0","0.093","0.085","0.075","0.077","0.104"
"2025","4920140","Nathan Leacock","WR","North Carolina","ACC","0.028","0.036","0.014","0.013","0.036","0.056","0.016","0.054"
"2025","4920153","William Watson III","QB","Virginia Tech","ACC","0.05","0.054","0.047","0.064","0.027","0.045","0.042","0.067"
"2025","4920158","Brock Glenn","QB","Florida State","ACC","0.057","0.114","0.032","0.059","0.043","0.065","0.06","0.048"
"2025","4920227","Giovanni Lopez","QB","North Carolina","ACC","0.505","0.813","0.199","0.422","0.511","0.649","0.449","0.634"
"2025","4921322","Zion Taylor","WR","Georgia Tech","ACC","0.024","0.057","0","0.022","0.031","0.02","0.018","0.045"
"2025","4922987","Takye Heath","WR","Virginia Tech","ACC","0.062","0.131","0.004","0.045","0.09","0.05","0.052","0.08"
"2025","4923046","Keyjuan Brown","RB","Louisville","ACC","0.164","0.042","0.32","0.196","0.148","0.134","0.192","0.085"
"2025","4923057","Connor Cox","TE","North Carolina","ACC","0.027","0.043","0","0.035","0.017","0","0.04","0"
"2025","4923059","Jeremiah Coney","RB","Virginia Tech","ACC","0.053","0.015","0.094","0.057","0.045","0.065","0.055","0.05"
"2025","4923295","Kenny Johnson","WR","Pittsburgh","ACC","0.082","0.144","0.006","0.066","0.093","0.09","0.065","0.114"
"2025","4923298","Peyton Jones","RB","Duke","ACC","0.077","0.04","0.141","0.065","0.108","0.063","0.075","0.081"
"2025","5004520","David Clement","TE","Syracuse","ACC","0.014","0.026","0","0","0.028","0","0.018","0"
"2025","5008017","Benjamin Hall","RB","North Carolina","ACC","0.131","0.055","0.225","0.161","0.15","0.062","0.142","0.106"
"2025","5031157","Reed Harris","WR","Boston College","ACC","0.088","0.151","0.003","0.092","0.066","0.116","0.08","0.108"
"2025","5075800","Emory Williams","QB","Miami","ACC","0.098","0.178","0.02","0.067","0.1","0.154","0.069","0.205"
"2025","5077304","Zeke Moore","TE","Boston College","ACC","0.016","0.027","0","0.036","0","0","0.023","0"
"2025","5077804","Chico Holt","TE","Stanford","ACC","0.013","0.03","0","0","0","0.053","0.019","0"
"2025","5078110","Noah Vaughn","RB","Virginia","ACC","0.072","0.007","0.132","0.051","0.092","0.083","0.068","0.082"
"2025","5078422","Brandon High","RB","California","ACC","0.069","0.005","0.151","0.095","0.059","0.042","0.085","0.029"
"2025","5079301","CJ Bailey","QB","NC State","ACC","0.547","0.951","0.145","0.387","0.667","0.752","0.437","0.783"
"2025","5079318","Elijah Brown","QB","Stanford","ACC","0.386","0.717","0.02","0.294","0.37","0.542","0.293","0.569"
"2025","5079324","Christian Bentancur","TE","Clemson","ACC","0.038","0.066","0","0.032","0.036","0.062","0.034","0.046"
"2025","5079349","Isaac Brown","RB","Louisville","ACC","0.183","0.051","0.356","0.218","0.182","0.117","0.209","0.111"
"2025","5079364","Kam Davis","RB","Florida State","ACC","0.05","0.043","0.053","0.056","0.041","0.057","0.046","0.065"
"2025","5079374","Ny Carr","WR","Miami","ACC","0.029","0.056","0","0.042","0.02","0","0.028","0.033"
"2025","5079438","David Eziomume","RB","Clemson","ACC","0.054","0.014","0.114","0.074","0.019","0.079","0.068","0.02"
"2025","5079468","Davion Gause","RB","North Carolina","ACC","0.12","0.06","0.192","0.126","0.102","0.143","0.129","0.099"
"2025","5079503","Elija Lofton","TE","Miami","ACC","0.036","0.068","0.008","0.05","0.02","0.035","0.04","0.025"
"2025","5079523","Derrick McFall","RB","SMU","ACC","0.068","0.056","0.086","0.07","0.073","0.047","0.079","0.042"
"2025","5079524","Keenan Jackson","WR","NC State","ACC","0.055","0.11","0","0.047","0.061","0.07","0.046","0.073"
"2025","5079539","Elijah Moore","WR","Florida State","ACC","0.024","0.074","0","0.02","0.045","0","0.019","0.042"
"2025","5079591","Jordan Lyle","RB","Miami","ACC","0.108","0.026","0.193","0.132","0.121","0.046","0.128","0.056"
"2025","5079610","Jayden Moore","WR","Duke","ACC","0.045","0.084","0","0.044","0.03","0.088","0.036","0.068"
"2025","5079687","Jordan Shipp","WR","North Carolina","ACC","0.117","0.218","0.007","0.112","0.112","0.129","0.104","0.147"
"2025","5079704","Emanuel Ross","WR","Syracuse","ACC","0.058","0.108","0","0.067","0.05","0.034","0.054","0.065"
"2025","5079736","Alex Taylor","WR","North Carolina","ACC","0.03","0.057","0","0.053","0","0.027","0.035","0.019"
"2025","5079738","Landen Thomas","TE","Florida State","ACC","0.019","0.041","0","0","0.029","0.054","0.007","0.048"
"2025","5079745","Joshisa Trader","WR","Miami","ACC","0.036","0.079","0","0.021","0.029","0.089","0.024","0.071"
"2025","5079749","Yasin Willis","RB","Syracuse","ACC","0.232","0.042","0.468","0.264","0.247","0.129","0.31","0.075"
"2025","5081209","Eli Wood","WR","Virginia","ACC","0.033","0.07","0","0.028","0.018","0.066","0.026","0.049"
"2025","5081368","Squirrel White","WR","Florida State","ACC","0.031","0.053","0.013","0.033","0.034","0.027","0.031","0.029"
"2025","5081432","Antonio Williams","WR","Clemson","ACC","0.127","0.199","0.045","0.122","0.116","0.16","0.118","0.149"
"2025","5081434","Trent Pearman","QB","Clemson","ACC","0.052","0.066","0.034","0.048","0","0.12","0.032","0.1"
"2025","5081435","Keith Adams Jr.","RB","Clemson","ACC","0.049","0","0.11","0.05","0.073","0.02","0.052","0.04"
"2025","5081845","Ashton Locklear","WR","NC State","ACC","0.051","0.088","0","0.03","0.056","0.143","0.045","0.067"
"2025","5082662","Cole Boscia","WR","California","ACC","0.022","0.036","0","0.025","0.016","0.028","0.02","0.027"
"2025","5084084","Kevin Jennings","QB","SMU","ACC","0.577","0.953","0.131","0.527","0.567","0.723","0.491","0.777"
"2025","5084086","Charlie Fiser","QB","SMU","ACC","0.035","0.055","0.015","0.045","0","0.071","0.049","0"
"2025","5084094","Keaton Cheves","WR","SMU","ACC","0.013","0.026","0","0.029","0","0","0.019","0"
"2025","5084658","Terrell Anderson","WR","NC State","ACC","0.06","0.121","0","0.034","0.079","0.098","0.043","0.096"
"2025","5084905","Jaylan Hornsby","WR","Syracuse","ACC","0.049","0.081","0","0.057","0.042","0.05","0.056","0.031"
"2025","5084906","Jaden Hart","RB","Syracuse","ACC","0.066","0.028","0.104","0.079","0.074","0.017","0.088","0.021"
"2025","5085024","CJ Williams","WR","Stanford","ACC","0.12","0.224","0","0.096","0.126","0.153","0.088","0.184"
"2025","5085246","Tylyric Coleman","WR","Virginia","ACC","0.025","0.058","0","0.027","0.02","0.029","0.017","0.047"
"2025","5085370","Jordan Owens","TE","North Carolina","ACC","0.023","0.039","0","0.02","0.029","0.022","0.019","0.035"
"2025","5085609","Treyshun Hurry","WR","Louisville","ACC","0.033","0.063","0","0.035","0.026","0.043","0.029","0.044"
"2025","5086027","TJ Harden","RB","SMU","ACC","0.208","0.04","0.423","0.208","0.218","0.182","0.247","0.118"
"2025","5086051","Vincent Wilkins","WR","Boston College","ACC","0.017","0.03","0","0.029","0.01","0","0.018","0.012"
"2025","5086096","Lawayne McCoy","WR","Florida State","ACC","0.051","0.114","0","0.054","0.039","0.062","0.043","0.068"
"2025","5086448","Kamrean Johnson","TE","Wake Forest","ACC","0.03","0.065","0","0.028","0.039","0.024","0.034","0.022"
"2025","5086529","Cody Hardy","TE","NC State","ACC","0.021","0.04","0","0.026","0.013","0.024","0.024","0.014"
"2025","5088153","Micahi Danzy","WR","Florida State","ACC","0.066","0.123","0.027","0.06","0.092","0.049","0.057","0.088"
"2025","5089535","Desmond Reid","RB","Pittsburgh","ACC","0.179","0.108","0.271","0.23","0.16","0.113","0.213","0.11"
"2025","5089539","Censere Lee","WR","Pittsburgh","ACC","0.038","0.069","0","0.044","0.03","0.044","0.036","0.041"
"2025","5089540","Cole Gonzales","QB","Pittsburgh","ACC","0.133","0.214","0.013","0.115","0.15","0.128","0.102","0.197"
"2025","5092419","Josh Altsman","TE","Pittsburgh","ACC","0.029","0.052","0","0.022","0.044","0.026","0.027","0.034"
"2025","5097140","Mason Andrade","TE","Wake Forest","ACC","0.017","0","0.03","0","0.056","0","0.023","0"
"2025","5099305","Antonio Meeks","WR","Louisville","ACC","0.035","0.071","0","0.024","0.045","0.049","0.027","0.058"
"2025","5102556","Cataurus Hicks","WR","Pittsburgh","ACC","0.056","0.096","0.01","0.07","0.047","0.037","0.055","0.06"
"2025","5103639","Trelain Maddox","RB","Georgia Tech","ACC","0.023","0.01","0.035","0.009","0.043","0.029","0.023","0.025"
"2025","5107875","Cole Tabb","RB","Stanford","ACC","0.148","0.019","0.305","0.194","0.145","0.083","0.205","0.035"
"2025","5112674","Bryant Wesco Jr.","WR","Clemson","ACC","0.091","0.157","0.005","0.077","0.114","0.086","0.097","0.077"
"2025","5114313","Jordan Onovughe","WR","Stanford","ACC","0.014","0.022","0","0","0.047","0","0.011","0.021"
"2025","5114331","Suderian Harrison","WR","Virginia","ACC","0.019","0.043","0","0.04","0","0","0.025","0"
"2025","5120971","Aziah Johnson","WR","North Carolina","ACC","0.035","0.08","0","0.083","0","0","0.05","0"
"2025","5121169","Darian Mensah","QB","Duke","ACC","0.555","0.966","0.071","0.502","0.527","0.717","0.484","0.72"
"2025","5121471","Tyshawn Russell","WR","Syracuse","ACC","0.052","0.076","0.02","0.045","0.053","0.079","0.04","0.088"
"2025","5121750","Yamir Knight","WR","SMU","ACC","0.081","0.148","0.003","0.07","0.08","0.108","0.069","0.109"
"2025","5124975","Juelz Goff","RB","Pittsburgh","ACC","0.107","0.038","0.2","0.128","0.098","0.087","0.139","0.048"
"2025","5125580","Chad Alexander","RB","Georgia Tech","ACC","0.031","0.029","0.037","0.036","0","0.08","0.033","0.029"
"2025","5125593","Bailey Stockton","WR","Georgia Tech","ACC","0.047","0.102","0.004","0.019","0.076","0.071","0.027","0.107"
"2025","5125819","Darrell Gill Jr.","WR","Syracuse","ACC","0.082","0.151","0.003","0.073","0.078","0.122","0.057","0.131"
"2025","5126464","Deuce Adams","QB","Louisville","ACC","0.088","0.123","0.061","0.076","0.078","0.127","0.077","0.121"
