"Season","PlayerId","Player","Position","Team","Conference","Category","StatType","Stat"
"2025","3949586","Jake Taylor","TE","Duke","ACC","receiving","LONG","16"
"2025","3949586","Jake Taylor","TE","Duke","ACC","receiving","REC","2"
"2025","3949586","Jake Taylor","TE","Duke","ACC","receiving","TD","0"
"2025","3949586","Jake Taylor","TE","Duke","ACC","receiving","YDS","20"
"2025","3949586","Jake Taylor","TE","Duke","ACC","receiving","YPR","10.0"
"2025","4360303","David Reese","DL","Syracuse","ACC","defensive","PD","3"
"2025","4360303","David Reese","DL","Syracuse","ACC","defensive","QB HUR","8"
"2025","4360303","David Reese","DL","Syracuse","ACC","defensive","SACKS","2"
"2025","4360303","David Reese","DL","Syracuse","ACC","defensive","SOLO","19"
"2025","4360303","David Reese","DL","Syracuse","ACC","defensive","TD","0"
"2025","4360303","David Reese","DL","Syracuse","ACC","defensive","TFL","3.5"
"2025","4360303","David Reese","DL","Syracuse","ACC","defensive","TOT","24"
"2025","4360303","David Reese","DL","Syracuse","ACC","fumbles","FUM","0"
"2025","4360303","David Reese","DL","Syracuse","ACC","fumbles","LOST","0"
"2025","4360303","David Reese","DL","Syracuse","ACC","fumbles","REC","2"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","receiving","LONG","9"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","receiving","REC","1"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","receiving","TD","0"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","receiving","YDS","9"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","receiving","YPR","9.0"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","rushing","CAR","5"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","rushing","LONG","9"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","rushing","TD","0"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","rushing","YDS","23"
"2025","4362263","Jalynn Williams","RB","Pittsburgh","ACC","rushing","YPC","4.6"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","defensive","PD","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","defensive","QB HUR","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","defensive","SACKS","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","defensive","SOLO","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","defensive","TD","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","defensive","TFL","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","defensive","TOT","1"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","kickReturns","AVG","20.5"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","kickReturns","LONG","22"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","kickReturns","NO","2"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","kickReturns","TD","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","kickReturns","YDS","41"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","receiving","LONG","23"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","receiving","REC","22"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","receiving","TD","0"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","receiving","YDS","191"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","receiving","YPR","8.7"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","rushing","CAR","6"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","rushing","LONG","21"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","rushing","TD","1"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","rushing","YDS","71"
"2025","4379471","Tyler Brown","WR","Clemson","ACC","rushing","YPC","11.8"
"2025","4426931","Antonio Clary","S","Virginia","ACC","defensive","PD","1"
"2025","4426931","Antonio Clary","S","Virginia","ACC","defensive","QB HUR","0"
"2025","4426931","Antonio Clary","S","Virginia","ACC","defensive","SACKS","0"
"2025","4426931","Antonio Clary","S","Virginia","ACC","defensive","SOLO","10"
"2025","4426931","Antonio Clary","S","Virginia","ACC","defensive","TD","0"
"2025","4426931","Antonio Clary","S","Virginia","ACC","defensive","TFL","1"
"2025","4426931","Antonio Clary","S","Virginia","ACC","defensive","TOT","27"
"2025","4426931","Antonio Clary","S","Virginia","ACC","interceptions","AVG","0.5"
"2025","4426931","Antonio Clary","S","Virginia","ACC","interceptions","INT","2"
"2025","4426931","Antonio Clary","S","Virginia","ACC","interceptions","TD","0"
"2025","4426931","Antonio Clary","S","Virginia","ACC","interceptions","YDS","1"
"2025","4428451","Brett Seither","TE","Georgia Tech","ACC","receiving","LONG","30"
"2025","4428451","Brett Seither","TE","Georgia Tech","ACC","receiving","REC","11"
"2025","4428451","Brett Seither","TE","Georgia Tech","ACC","receiving","TD","0"
"2025","4428451","Brett Seither","TE","Georgia Tech","ACC","receiving","YDS","212"
"2025","4428451","Brett Seither","TE","Georgia Tech","ACC","receiving","YPR","19.3"
"2025","4428559","Blaine Spires","DL","Pittsburgh","ACC","defensive","PD","0"
"2025","4428559","Blaine Spires","DL","Pittsburgh","ACC","defensive","QB HUR","3"
"2025","4428559","Blaine Spires","DL","Pittsburgh","ACC","defensive","SACKS","2.5"
"2025","4428559","Blaine Spires","DL","Pittsburgh","ACC","defensive","SOLO","9"
"2025","4428559","Blaine Spires","DL","Pittsburgh","ACC","defensive","TD","0"
"2025","4428559","Blaine Spires","DL","Pittsburgh","ACC","defensive","TFL","5.0"
"2025","4428559","Blaine Spires","DL","Pittsburgh","ACC","defensive","TOT","16"
"2025","4428652","Nate Temple","DL","Pittsburgh","ACC","defensive","PD","0"
"2025","4428652","Nate Temple","DL","Pittsburgh","ACC","defensive","QB HUR","3"
"2025","4428652","Nate Temple","DL","Pittsburgh","ACC","defensive","SACKS","0"
"2025","4428652","Nate Temple","DL","Pittsburgh","ACC","defensive","SOLO","5"
"2025","4428652","Nate Temple","DL","Pittsburgh","ACC","defensive","TD","0"
"2025","4428652","Nate Temple","DL","Pittsburgh","ACC","defensive","TFL","1.5"
"2025","4428652","Nate Temple","DL","Pittsburgh","ACC","defensive","TOT","11"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","defensive","PD","2"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","defensive","QB HUR","5"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","defensive","SACKS","1"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","defensive","SOLO","11"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","defensive","TD","0"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","defensive","TFL","6.0"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","defensive","TOT","22"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","fumbles","FUM","0"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","fumbles","LOST","0"
"2025","4428758","Smith Vilbert","DL","North Carolina","ACC","fumbles","REC","2"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","fumbles","FUM","4"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","fumbles","LOST","2"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","fumbles","REC","0"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","passing","ATT","361"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","passing","COMPLETIONS","252"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","passing","INT","6"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","passing","PCT","0.698"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","passing","TD","14"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","passing","YDS","2951"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","passing","YPA","8.2"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","rushing","CAR","185"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","rushing","LONG","45"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","rushing","TD","15"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","rushing","YDS","953"
"2025","4428993","Haynes King","QB","Georgia Tech","ACC","rushing","YPC","5.2"
"2025","4429007","DeMonte Capehart","DT","Clemson","ACC","defensive","PD","2"
"2025","4429007","DeMonte Capehart","DT","Clemson","ACC","defensive","QB HUR","2"
"2025","4429007","DeMonte Capehart","DT","Clemson","ACC","defensive","SACKS","1"
"2025","4429007","DeMonte Capehart","DT","Clemson","ACC","defensive","SOLO","12"
"2025","4429007","DeMonte Capehart","DT","Clemson","ACC","defensive","TD","0"
"2025","4429007","DeMonte Capehart","DT","Clemson","ACC","defensive","TFL","2.5"
"2025","4429007","DeMonte Capehart","DT","Clemson","ACC","defensive","TOT","20"
"2025","4429162","Jaiden Francois","LB","Duke","ACC","defensive","PD","3"
"2025","4429162","Jaiden Francois","LB","Duke","ACC","defensive","QB HUR","2"
"2025","4429162","Jaiden Francois","LB","Duke","ACC","defensive","SACKS","1.0"
"2025","4429162","Jaiden Francois","LB","Duke","ACC","defensive","SOLO","30"
"2025","4429162","Jaiden Francois","LB","Duke","ACC","defensive","TD","0"
"2025","4429162","Jaiden Francois","LB","Duke","ACC","defensive","TFL","7.5"
"2025","4429162","Jaiden Francois","LB","Duke","ACC","defensive","TOT","73"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","defensive","PD","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","defensive","QB HUR","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","defensive","SACKS","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","defensive","SOLO","1"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","defensive","TD","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","defensive","TFL","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","defensive","TOT","1"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","kickReturns","AVG","19.0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","kickReturns","LONG","19"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","kickReturns","NO","1"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","kickReturns","TD","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","kickReturns","YDS","19"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","puntReturns","AVG","4.0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","puntReturns","LONG","4"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","puntReturns","NO","1"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","puntReturns","TD","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","puntReturns","YDS","4"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","receiving","LONG","68"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","receiving","REC","28"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","receiving","TD","2"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","receiving","YDS","447"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","receiving","YPR","16.0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","rushing","CAR","5"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","rushing","LONG","7"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","rushing","TD","0"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","rushing","YDS","20"
"2025","4429173","Bryce Farrell","WR","Stanford","ACC","rushing","YPC","4.0"
"2025","4429190","Akheem Mesidor","DL","Miami","ACC","defensive","PD","0"
"2025","4429190","Akheem Mesidor","DL","Miami","ACC","defensive","QB HUR","6"
"2025","4429190","Akheem Mesidor","DL","Miami","ACC","defensive","SACKS","12.5"
"2025","4429190","Akheem Mesidor","DL","Miami","ACC","defensive","SOLO","38"
"2025","4429190","Akheem Mesidor","DL","Miami","ACC","defensive","TD","0"
"2025","4429190","Akheem Mesidor","DL","Miami","ACC","defensive","TFL","17.5"
"2025","4429190","Akheem Mesidor","DL","Miami","ACC","defensive","TOT","63"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","defensive","PD","5"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","defensive","QB HUR","0"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","defensive","SACKS","1"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","defensive","SOLO","28"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","defensive","TD","0"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","defensive","TFL","1.5"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","defensive","TOT","42"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","fumbles","FUM","0"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","fumbles","LOST","0"
"2025","4429256","Rashad Battle","DB","Pittsburgh","ACC","fumbles","REC","1"
"2025","4429371","Jahmeer Carter","DT","Virginia","ACC","defensive","PD","0"
"2025","4429371","Jahmeer Carter","DT","Virginia","ACC","defensive","QB HUR","1"
"2025","4429371","Jahmeer Carter","DT","Virginia","ACC","defensive","SACKS","0"
"2025","4429371","Jahmeer Carter","DT","Virginia","ACC","defensive","SOLO","1"
"2025","4429371","Jahmeer Carter","DT","Virginia","ACC","defensive","TD","0"
"2025","4429371","Jahmeer Carter","DT","Virginia","ACC","defensive","TFL","1.0"
"2025","4429371","Jahmeer Carter","DT","Virginia","ACC","defensive","TOT","31"
"2025","4430121","Aidan Keanaaina","DL","California","ACC","defensive","PD","0"
"2025","4430121","Aidan Keanaaina","DL","California","ACC","defensive","QB HUR","0"
"2025","4430121","Aidan Keanaaina","DL","California","ACC","defensive","SACKS","1.5"
"2025","4430121","Aidan Keanaaina","DL","California","ACC","defensive","SOLO","19"
"2025","4430121","Aidan Keanaaina","DL","California","ACC","defensive","TD","0"
"2025","4430121","Aidan Keanaaina","DL","California","ACC","defensive","TFL","2.5"
"2025","4430121","Aidan Keanaaina","DL","California","ACC","defensive","TOT","56"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","defensive","PD","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","defensive","QB HUR","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","defensive","SACKS","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","defensive","SOLO","1"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","defensive","TD","2"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","defensive","TFL","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","defensive","TOT","1"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","fumbles","FUM","1"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","fumbles","LOST","1"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","fumbles","REC","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","kickReturns","AVG","20.9"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","kickReturns","LONG","40"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","kickReturns","NO","12"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","kickReturns","TD","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","kickReturns","YDS","251"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","passing","ATT","1"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","passing","COMPLETIONS","1"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","passing","INT","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","passing","PCT","1.000"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","passing","TD","1"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","passing","YDS","2"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","passing","YPA","2.0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","puntReturns","AVG","18.2"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","puntReturns","LONG","93"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","puntReturns","NO","25"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","puntReturns","TD","2"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","puntReturns","YDS","454"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","receiving","LONG","48"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","receiving","REC","60"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","receiving","TD","2"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","receiving","YDS","635"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","receiving","YPR","10.6"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","rushing","CAR","15"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","rushing","LONG","11"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","rushing","TD","0"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","rushing","YDS","53"
"2025","4430185","Caullin Lacy","WR","Louisville","ACC","rushing","YPC","3.5"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","fumbles","FUM","3"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","fumbles","LOST","1"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","fumbles","REC","0"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","kickReturns","AVG","12.3"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","kickReturns","LONG","19"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","kickReturns","NO","3"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","kickReturns","TD","0"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","kickReturns","YDS","37"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","receiving","LONG","21"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","receiving","REC","24"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","receiving","TD","0"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","receiving","YDS","173"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","receiving","YPR","7.2"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","rushing","CAR","107"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","rushing","LONG","28"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","rushing","TD","3"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","rushing","YDS","432"
"2025","4430565","Will Nixon","RB","Syracuse","ACC","rushing","YPC","4.0"
"2025","4430604","Mohamed Toure","LB","Miami","ACC","defensive","PD","6"
"2025","4430604","Mohamed Toure","LB","Miami","ACC","defensive","QB HUR","1"
"2025","4430604","Mohamed Toure","LB","Miami","ACC","defensive","SACKS","2"
"2025","4430604","Mohamed Toure","LB","Miami","ACC","defensive","SOLO","38"
"2025","4430604","Mohamed Toure","LB","Miami","ACC","defensive","TD","0"
"2025","4430604","Mohamed Toure","LB","Miami","ACC","defensive","TFL","3"
"2025","4430604","Mohamed Toure","LB","Miami","ACC","defensive","TOT","84"
"2025","4430841","Carson Beck","QB","Miami","ACC","fumbles","FUM","2"
"2025","4430841","Carson Beck","QB","Miami","ACC","fumbles","LOST","0"
"2025","4430841","Carson Beck","QB","Miami","ACC","fumbles","REC","0"
"2025","4430841","Carson Beck","QB","Miami","ACC","passing","ATT","468"
"2025","4430841","Carson Beck","QB","Miami","ACC","passing","COMPLETIONS","338"
"2025","4430841","Carson Beck","QB","Miami","ACC","passing","INT","12"
"2025","4430841","Carson Beck","QB","Miami","ACC","passing","PCT","0.722"
"2025","4430841","Carson Beck","QB","Miami","ACC","passing","TD","30"
"2025","4430841","Carson Beck","QB","Miami","ACC","passing","YDS","3813"
"2025","4430841","Carson Beck","QB","Miami","ACC","passing","YPA","8.1"
"2025","4430841","Carson Beck","QB","Miami","ACC","receiving","LONG","14"
"2025","4430841","Carson Beck","QB","Miami","ACC","receiving","REC","1"
"2025","4430841","Carson Beck","QB","Miami","ACC","receiving","TD","1"
"2025","4430841","Carson Beck","QB","Miami","ACC","receiving","YDS","14"
"2025","4430841","Carson Beck","QB","Miami","ACC","receiving","YPR","14.0"
"2025","4430841","Carson Beck","QB","Miami","ACC","rushing","CAR","62"
"2025","4430841","Carson Beck","QB","Miami","ACC","rushing","LONG","11"
"2025","4430841","Carson Beck","QB","Miami","ACC","rushing","TD","2"
"2025","4430841","Carson Beck","QB","Miami","ACC","rushing","YDS","43"
"2025","4430841","Carson Beck","QB","Miami","ACC","rushing","YPC","0.7"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","fumbles","FUM","1"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","fumbles","LOST","1"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","fumbles","REC","0"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","rushing","CAR","18"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","rushing","LONG","16"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","rushing","TD","2"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","rushing","YDS","89"
"2025","4430894","Caziah Holmes","RB","Florida State","ACC","rushing","YPC","4.9"
"2025","4430919","Wesley Bailey","DL","Louisville","ACC","defensive","PD","0"
"2025","4430919","Wesley Bailey","DL","Louisville","ACC","defensive","QB HUR","5"
"2025","4430919","Wesley Bailey","DL","Louisville","ACC","defensive","SACKS","6"
"2025","4430919","Wesley Bailey","DL","Louisville","ACC","defensive","SOLO","17"
"2025","4430919","Wesley Bailey","DL","Louisville","ACC","defensive","TD","0"
"2025","4430919","Wesley Bailey","DL","Louisville","ACC","defensive","TFL","7.0"
"2025","4430919","Wesley Bailey","DL","Louisville","ACC","defensive","TOT","39"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","fumbles","FUM","1"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","fumbles","LOST","0"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","fumbles","REC","0"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","receiving","LONG","25"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","receiving","REC","23"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","receiving","TD","5"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","receiving","YDS","214"
"2025","4431081","Sage Ennis","TE","Virginia","ACC","receiving","YPR","9.3"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","fumbles","FUM","5"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","fumbles","LOST","3"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","fumbles","REC","0"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","passing","ATT","260"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","passing","COMPLETIONS","148"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","passing","INT","10"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","passing","PCT","0.569"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","passing","TD","9"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","passing","YDS","1813"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","passing","YPA","7.0"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","rushing","CAR","33"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","rushing","LONG","12"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","rushing","TD","0"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","rushing","YDS","-201"
"2025","4431114","Ben Gulbranson","QB","Stanford","ACC","rushing","YPC","-6.1"
"2025","4431162","T.J. Bollers","DL","California","ACC","defensive","PD","0"
"2025","4431162","T.J. Bollers","DL","California","ACC","defensive","QB HUR","0"
"2025","4431162","T.J. Bollers","DL","California","ACC","defensive","SACKS","0.5"
"2025","4431162","T.J. Bollers","DL","California","ACC","defensive","SOLO","13"
"2025","4431162","T.J. Bollers","DL","California","ACC","defensive","TD","0"
"2025","4431162","T.J. Bollers","DL","California","ACC","defensive","TFL","0.5"
"2025","4431162","T.J. Bollers","DL","California","ACC","defensive","TOT","42"
"2025","4431162","T.J. Bollers","DL","California","ACC","rushing","CAR","1"
"2025","4431162","T.J. Bollers","DL","California","ACC","rushing","LONG","9"
"2025","4431162","T.J. Bollers","DL","California","ACC","rushing","TD","0"
"2025","4431162","T.J. Bollers","DL","California","ACC","rushing","YDS","9"
"2025","4431162","T.J. Bollers","DL","California","ACC","rushing","YPC","9.0"
"2025","4431197","Romello Brinson","WR","SMU","ACC","fumbles","FUM","1"
"2025","4431197","Romello Brinson","WR","SMU","ACC","fumbles","LOST","1"
"2025","4431197","Romello Brinson","WR","SMU","ACC","fumbles","REC","1"
"2025","4431197","Romello Brinson","WR","SMU","ACC","passing","ATT","1"
"2025","4431197","Romello Brinson","WR","SMU","ACC","passing","COMPLETIONS","0"
"2025","4431197","Romello Brinson","WR","SMU","ACC","passing","INT","0"
"2025","4431197","Romello Brinson","WR","SMU","ACC","passing","PCT","0.000"
"2025","4431197","Romello Brinson","WR","SMU","ACC","passing","TD","0"
"2025","4431197","Romello Brinson","WR","SMU","ACC","passing","YDS","0"
"2025","4431197","Romello Brinson","WR","SMU","ACC","passing","YPA","0.0"
"2025","4431197","Romello Brinson","WR","SMU","ACC","receiving","LONG","75"
"2025","4431197","Romello Brinson","WR","SMU","ACC","receiving","REC","43"
"2025","4431197","Romello Brinson","WR","SMU","ACC","receiving","TD","3"
"2025","4431197","Romello Brinson","WR","SMU","ACC","receiving","YDS","638"
"2025","4431197","Romello Brinson","WR","SMU","ACC","receiving","YPR","14.8"
"2025","4431197","Romello Brinson","WR","SMU","ACC","rushing","CAR","1"
"2025","4431197","Romello Brinson","WR","SMU","ACC","rushing","LONG","4"
"2025","4431197","Romello Brinson","WR","SMU","ACC","rushing","TD","0"
"2025","4431197","Romello Brinson","WR","SMU","ACC","rushing","YDS","4"
"2025","4431197","Romello Brinson","WR","SMU","ACC","rushing","YPC","4.0"
"2025","4431209","Dacari Collins","WR","Louisville","ACC","receiving","LONG","36"
"2025","4431209","Dacari Collins","WR","Louisville","ACC","receiving","REC","13"
"2025","4431209","Dacari Collins","WR","Louisville","ACC","receiving","TD","1"
"2025","4431209","Dacari Collins","WR","Louisville","ACC","receiving","YDS","219"
"2025","4431209","Dacari Collins","WR","Louisville","ACC","receiving","YPR","16.8"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","defensive","PD","1"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","defensive","QB HUR","1"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","defensive","SACKS","0"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","defensive","SOLO","3"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","defensive","TD","0"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","defensive","TFL","0"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","defensive","TOT","9"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","puntReturns","AVG","9.0"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","puntReturns","LONG","9"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","puntReturns","NO","1"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","puntReturns","TD","0"
"2025","4431242","Cameron Martinez","DB","Boston College","ACC","puntReturns","YDS","9"
"2025","4431292","Devin Neal","S","Virginia","ACC","defensive","PD","7"
"2025","4431292","Devin Neal","S","Virginia","ACC","defensive","QB HUR","2"
"2025","4431292","Devin Neal","S","Virginia","ACC","defensive","SACKS","0.5"
"2025","4431292","Devin Neal","S","Virginia","ACC","defensive","SOLO","41"
"2025","4431292","Devin Neal","S","Virginia","ACC","defensive","TD","0"
