"Season","PlayerId","Player","Position","Team","Conference","Category","StatType","Stat"
"2025","4824124","Alex Broome","RB","Boston College","ACC","rushing","LONG","6"
"2025","4824124","Alex Broome","RB","Boston College","ACC","rushing","TD","1"
"2025","4824124","Alex Broome","RB","Boston College","ACC","rushing","YDS","10"
"2025","4824124","Alex Broome","RB","Boston College","ACC","rushing","YPC","1.4"
"2025","4832029","Alex Bauman","TE","Miami","ACC","receiving","LONG","33"
"2025","4832029","Alex Bauman","TE","Miami","ACC","receiving","REC","18"
"2025","4832029","Alex Bauman","TE","Miami","ACC","receiving","TD","1"
"2025","4832029","Alex Bauman","TE","Miami","ACC","receiving","YDS","166"
"2025","4832029","Alex Bauman","TE","Miami","ACC","receiving","YPR","9.2"
"2025","4832037","Denis Jaquez Jr.","DL","Syracuse","ACC","defensive","PD","0"
"2025","4832037","Denis Jaquez Jr.","DL","Syracuse","ACC","defensive","QB HUR","2"
"2025","4832037","Denis Jaquez Jr.","DL","Syracuse","ACC","defensive","SACKS","2"
"2025","4832037","Denis Jaquez Jr.","DL","Syracuse","ACC","defensive","SOLO","14"
"2025","4832037","Denis Jaquez Jr.","DL","Syracuse","ACC","defensive","TD","0"
"2025","4832037","Denis Jaquez Jr.","DL","Syracuse","ACC","defensive","TFL","4.5"
"2025","4832037","Denis Jaquez Jr.","DL","Syracuse","ACC","defensive","TOT","19"
"2025","4832042","Kenny Soares Jr.","LB","NC State","ACC","defensive","PD","2"
"2025","4832042","Kenny Soares Jr.","LB","NC State","ACC","defensive","QB HUR","6"
"2025","4832042","Kenny Soares Jr.","LB","NC State","ACC","defensive","SACKS","0.5"
"2025","4832042","Kenny Soares Jr.","LB","NC State","ACC","defensive","SOLO","35"
"2025","4832042","Kenny Soares Jr.","LB","NC State","ACC","defensive","TD","0"
"2025","4832042","Kenny Soares Jr.","LB","NC State","ACC","defensive","TFL","4"
"2025","4832042","Kenny Soares Jr.","LB","NC State","ACC","defensive","TOT","80"
"2025","4832060","Jaheim Lawson","DE","Clemson","ACC","defensive","PD","3"
"2025","4832060","Jaheim Lawson","DE","Clemson","ACC","defensive","QB HUR","4"
"2025","4832060","Jaheim Lawson","DE","Clemson","ACC","defensive","SACKS","4"
"2025","4832060","Jaheim Lawson","DE","Clemson","ACC","defensive","SOLO","12"
"2025","4832060","Jaheim Lawson","DE","Clemson","ACC","defensive","TD","0"
"2025","4832060","Jaheim Lawson","DE","Clemson","ACC","defensive","TFL","6.5"
"2025","4832060","Jaheim Lawson","DE","Clemson","ACC","defensive","TOT","19"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","fumbles","FUM","7"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","fumbles","LOST","4"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","fumbles","REC","0"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","kickReturns","AVG","18.0"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","kickReturns","LONG","18"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","kickReturns","NO","1"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","kickReturns","TD","0"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","kickReturns","YDS","18"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","receiving","LONG","21"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","receiving","REC","28"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","receiving","TD","0"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","receiving","YDS","140"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","receiving","YPR","5.0"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","rushing","CAR","179"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","rushing","LONG","85"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","rushing","TD","10"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","rushing","YDS","905"
"2025","4832846","Demond Claiborne","RB","Wake Forest","ACC","rushing","YPC","5.1"
"2025","4832922","Wesley Williams","DE","Duke","ACC","defensive","PD","1"
"2025","4832922","Wesley Williams","DE","Duke","ACC","defensive","QB HUR","16"
"2025","4832922","Wesley Williams","DE","Duke","ACC","defensive","SACKS","2.0"
"2025","4832922","Wesley Williams","DE","Duke","ACC","defensive","SOLO","21"
"2025","4832922","Wesley Williams","DE","Duke","ACC","defensive","TD","0"
"2025","4832922","Wesley Williams","DE","Duke","ACC","defensive","TFL","8.0"
"2025","4832922","Wesley Williams","DE","Duke","ACC","defensive","TOT","43"
"2025","4832922","Wesley Williams","DE","Duke","ACC","fumbles","FUM","0"
"2025","4832922","Wesley Williams","DE","Duke","ACC","fumbles","LOST","0"
"2025","4832922","Wesley Williams","DE","Duke","ACC","fumbles","REC","1"
"2025","4833376","Collin Wright","CB","Stanford","ACC","defensive","PD","4"
"2025","4833376","Collin Wright","CB","Stanford","ACC","defensive","QB HUR","0"
"2025","4833376","Collin Wright","CB","Stanford","ACC","defensive","SACKS","0"
"2025","4833376","Collin Wright","CB","Stanford","ACC","defensive","SOLO","25"
"2025","4833376","Collin Wright","CB","Stanford","ACC","defensive","TD","1"
"2025","4833376","Collin Wright","CB","Stanford","ACC","defensive","TFL","1"
"2025","4833376","Collin Wright","CB","Stanford","ACC","defensive","TOT","33"
"2025","4833376","Collin Wright","CB","Stanford","ACC","interceptions","AVG","19.0"
"2025","4833376","Collin Wright","CB","Stanford","ACC","interceptions","INT","1"
"2025","4833376","Collin Wright","CB","Stanford","ACC","interceptions","TD","1"
"2025","4833376","Collin Wright","CB","Stanford","ACC","interceptions","YDS","19"
"2025","4833595","Kyron Chambers","CB","SMU","ACC","defensive","PD","2"
"2025","4833595","Kyron Chambers","CB","SMU","ACC","defensive","QB HUR","0"
"2025","4833595","Kyron Chambers","CB","SMU","ACC","defensive","SACKS","0"
"2025","4833595","Kyron Chambers","CB","SMU","ACC","defensive","SOLO","19"
"2025","4833595","Kyron Chambers","CB","SMU","ACC","defensive","TD","0"
"2025","4833595","Kyron Chambers","CB","SMU","ACC","defensive","TFL","2.5"
"2025","4833595","Kyron Chambers","CB","SMU","ACC","defensive","TOT","30"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","defensive","PD","2"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","defensive","QB HUR","0"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","defensive","SACKS","0"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","defensive","SOLO","26"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","defensive","TD","0"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","defensive","TFL","1"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","defensive","TOT","42"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","interceptions","AVG","0.3"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","interceptions","INT","3"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","interceptions","TD","0"
"2025","4837203","Jeremiah Wilson","DB","Florida State","ACC","interceptions","YDS","1"
"2025","4837206","A.J. Cottrill","LB","Florida State","ACC","defensive","PD","0"
"2025","4837206","A.J. Cottrill","LB","Florida State","ACC","defensive","QB HUR","1"
"2025","4837206","A.J. Cottrill","LB","Florida State","ACC","defensive","SACKS","1.5"
"2025","4837206","A.J. Cottrill","LB","Florida State","ACC","defensive","SOLO","4"
"2025","4837206","A.J. Cottrill","LB","Florida State","ACC","defensive","TD","0"
"2025","4837206","A.J. Cottrill","LB","Florida State","ACC","defensive","TFL","2.5"
"2025","4837206","A.J. Cottrill","LB","Florida State","ACC","defensive","TOT","15"
"2025","4837247","Deante McCray","DL","Florida State","ACC","defensive","PD","0"
"2025","4837247","Deante McCray","DL","Florida State","ACC","defensive","QB HUR","3"
"2025","4837247","Deante McCray","DL","Florida State","ACC","defensive","SACKS","1"
"2025","4837247","Deante McCray","DL","Florida State","ACC","defensive","SOLO","8"
"2025","4837247","Deante McCray","DL","Florida State","ACC","defensive","TD","0"
"2025","4837247","Deante McCray","DL","Florida State","ACC","defensive","TFL","4.5"
"2025","4837247","Deante McCray","DL","Florida State","ACC","defensive","TOT","25"
"2025","4837258","Travis Bates","RB","Duke","ACC","rushing","CAR","9"
"2025","4837258","Travis Bates","RB","Duke","ACC","rushing","LONG","39"
"2025","4837258","Travis Bates","RB","Duke","ACC","rushing","TD","0"
"2025","4837258","Travis Bates","RB","Duke","ACC","rushing","YDS","57"
"2025","4837258","Travis Bates","RB","Duke","ACC","rushing","YPC","6.3"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","defensive","PD","1"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","defensive","QB HUR","1"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","defensive","SACKS","1"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","defensive","SOLO","7"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","defensive","TD","1"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","defensive","TFL","1.5"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","defensive","TOT","12"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","interceptions","AVG","28.0"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","interceptions","INT","1"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","interceptions","TD","1"
"2025","4837267","Daveon Crouch","LB","Boston College","ACC","interceptions","YDS","28"
"2025","4837268","Gregory Delaine","DB","Syracuse","ACC","defensive","PD","1"
"2025","4837268","Gregory Delaine","DB","Syracuse","ACC","defensive","QB HUR","0"
"2025","4837268","Gregory Delaine","DB","Syracuse","ACC","defensive","SACKS","0"
"2025","4837268","Gregory Delaine","DB","Syracuse","ACC","defensive","SOLO","6"
"2025","4837268","Gregory Delaine","DB","Syracuse","ACC","defensive","TD","0"
"2025","4837268","Gregory Delaine","DB","Syracuse","ACC","defensive","TFL","0"
"2025","4837268","Gregory Delaine","DB","Syracuse","ACC","defensive","TOT","7"
"2025","4837286","Wade Woodaz","LB","Clemson","ACC","defensive","PD","3"
"2025","4837286","Wade Woodaz","LB","Clemson","ACC","defensive","QB HUR","2"
"2025","4837286","Wade Woodaz","LB","Clemson","ACC","defensive","SACKS","0.5"
"2025","4837286","Wade Woodaz","LB","Clemson","ACC","defensive","SOLO","43"
"2025","4837286","Wade Woodaz","LB","Clemson","ACC","defensive","TD","0"
"2025","4837286","Wade Woodaz","LB","Clemson","ACC","defensive","TFL","7.0"
"2025","4837286","Wade Woodaz","LB","Clemson","ACC","defensive","TOT","70"
"2025","4837327","Christian Ellis","S","Virginia Tech","ACC","defensive","PD","3"
"2025","4837327","Christian Ellis","S","Virginia Tech","ACC","defensive","QB HUR","0"
"2025","4837327","Christian Ellis","S","Virginia Tech","ACC","defensive","SACKS","0"
"2025","4837327","Christian Ellis","S","Virginia Tech","ACC","defensive","SOLO","5"
"2025","4837327","Christian Ellis","S","Virginia Tech","ACC","defensive","TD","0"
"2025","4837327","Christian Ellis","S","Virginia Tech","ACC","defensive","TFL","1"
"2025","4837327","Christian Ellis","S","Virginia Tech","ACC","defensive","TOT","7"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","defensive","PD","0"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","defensive","QB HUR","0"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","defensive","SACKS","0"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","defensive","SOLO","1"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","defensive","TD","0"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","defensive","TFL","0"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","defensive","TOT","2"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","receiving","LONG","16"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","receiving","REC","13"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","receiving","TD","2"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","receiving","YDS","84"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","receiving","YPR","6.5"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","rushing","CAR","94"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","rushing","LONG","17"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","rushing","TD","4"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","rushing","YDS","397"
"2025","4837385","Jordan Mcdonald","RB","Boston College","ACC","rushing","YPC","4.2"
"2025","4837472","E.J. Lightsey","LB","Georgia Tech","ACC","defensive","PD","1"
"2025","4837472","E.J. Lightsey","LB","Georgia Tech","ACC","defensive","QB HUR","1"
"2025","4837472","E.J. Lightsey","LB","Georgia Tech","ACC","defensive","SACKS","0"
"2025","4837472","E.J. Lightsey","LB","Georgia Tech","ACC","defensive","SOLO","39"
"2025","4837472","E.J. Lightsey","LB","Georgia Tech","ACC","defensive","TD","0"
"2025","4837472","E.J. Lightsey","LB","Georgia Tech","ACC","defensive","TFL","1"
"2025","4837472","E.J. Lightsey","LB","Georgia Tech","ACC","defensive","TOT","76"
"2025","4837474","Clayton Powell-Lee","DB","Georgia Tech","ACC","defensive","PD","2"
"2025","4837474","Clayton Powell-Lee","DB","Georgia Tech","ACC","defensive","QB HUR","1"
"2025","4837474","Clayton Powell-Lee","DB","Georgia Tech","ACC","defensive","SACKS","0"
"2025","4837474","Clayton Powell-Lee","DB","Georgia Tech","ACC","defensive","SOLO","32"
"2025","4837474","Clayton Powell-Lee","DB","Georgia Tech","ACC","defensive","TD","0"
"2025","4837474","Clayton Powell-Lee","DB","Georgia Tech","ACC","defensive","TFL","0"
"2025","4837474","Clayton Powell-Lee","DB","Georgia Tech","ACC","defensive","TOT","65"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","defensive","PD","3"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","defensive","QB HUR","2"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","defensive","SACKS","2.5"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","defensive","SOLO","22"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","defensive","TD","0"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","defensive","TFL","7.0"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","defensive","TOT","42"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","fumbles","FUM","0"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","fumbles","LOST","0"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","fumbles","REC","1"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","interceptions","AVG","0.0"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","interceptions","INT","3"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","interceptions","TD","0"
"2025","4838276","Antonio Watts","LB","Louisville","ACC","interceptions","YDS","0"
"2025","4838514","Kyle Efford","LB","Georgia Tech","ACC","defensive","PD","2"
"2025","4838514","Kyle Efford","LB","Georgia Tech","ACC","defensive","QB HUR","1"
"2025","4838514","Kyle Efford","LB","Georgia Tech","ACC","defensive","SACKS","1.5"
"2025","4838514","Kyle Efford","LB","Georgia Tech","ACC","defensive","SOLO","33"
"2025","4838514","Kyle Efford","LB","Georgia Tech","ACC","defensive","TD","0"
"2025","4838514","Kyle Efford","LB","Georgia Tech","ACC","defensive","TFL","2.0"
"2025","4838514","Kyle Efford","LB","Georgia Tech","ACC","defensive","TOT","77"
"2025","4838539","Amari Jackson","DB","Boston College","ACC","defensive","PD","4"
"2025","4838539","Amari Jackson","DB","Boston College","ACC","defensive","QB HUR","0"
"2025","4838539","Amari Jackson","DB","Boston College","ACC","defensive","SACKS","0"
"2025","4838539","Amari Jackson","DB","Boston College","ACC","defensive","SOLO","4"
"2025","4838539","Amari Jackson","DB","Boston College","ACC","defensive","TD","0"
"2025","4838539","Amari Jackson","DB","Boston College","ACC","defensive","TFL","0"
"2025","4838539","Amari Jackson","DB","Boston College","ACC","defensive","TOT","7"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","defensive","PD","3"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","defensive","QB HUR","0"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","defensive","SACKS","0"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","defensive","SOLO","27"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","defensive","TD","0"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","defensive","TFL","2"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","defensive","TOT","38"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","interceptions","AVG","1.0"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","interceptions","INT","2"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","interceptions","TD","0"
"2025","4838693","Rodney Shelley","DB","Georgia Tech","ACC","interceptions","YDS","2"
"2025","4839483","Zakye Barker","LB","SMU","ACC","defensive","PD","1"
"2025","4839483","Zakye Barker","LB","SMU","ACC","defensive","QB HUR","0"
"2025","4839483","Zakye Barker","LB","SMU","ACC","defensive","SACKS","0"
"2025","4839483","Zakye Barker","LB","SMU","ACC","defensive","SOLO","11"
"2025","4839483","Zakye Barker","LB","SMU","ACC","defensive","TD","0"
"2025","4839483","Zakye Barker","LB","SMU","ACC","defensive","TFL","0"
"2025","4839483","Zakye Barker","LB","SMU","ACC","defensive","TOT","27"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","puntReturns","AVG","5.4"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","puntReturns","LONG","9"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","puntReturns","NO","5"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","puntReturns","TD","0"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","puntReturns","YDS","27"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","receiving","LONG","33"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","receiving","REC","5"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","receiving","TD","0"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","receiving","YDS","82"
"2025","4840118","Tucker Holloway","WR","Virginia Tech","ACC","receiving","YPR","16.4"
"2025","4840124","D.J. Moore","DB","Georgia Tech","ACC","defensive","PD","0"
"2025","4840124","D.J. Moore","DB","Georgia Tech","ACC","defensive","QB HUR","0"
"2025","4840124","D.J. Moore","DB","Georgia Tech","ACC","defensive","SACKS","0"
"2025","4840124","D.J. Moore","DB","Georgia Tech","ACC","defensive","SOLO","2"
"2025","4840124","D.J. Moore","DB","Georgia Tech","ACC","defensive","TD","0"
"2025","4840124","D.J. Moore","DB","Georgia Tech","ACC","defensive","TFL","0"
"2025","4840124","D.J. Moore","DB","Georgia Tech","ACC","defensive","TOT","4"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","kickReturns","AVG","26.0"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","kickReturns","LONG","26"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","kickReturns","NO","1"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","kickReturns","TD","0"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","kickReturns","YDS","26"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","rushing","CAR","1"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","rushing","LONG","9"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","rushing","TD","0"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","rushing","YDS","9"
"2025","4868171","Tate Carney","RB","Wake Forest","ACC","rushing","YPC","9.0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","defensive","PD","0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","defensive","QB HUR","0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","defensive","SACKS","0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","defensive","SOLO","1"
"2025","4868249","Davis Lane","RB","Virginia","ACC","defensive","TD","0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","defensive","TFL","0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","defensive","TOT","3"
"2025","4868249","Davis Lane","RB","Virginia","ACC","rushing","CAR","9"
"2025","4868249","Davis Lane","RB","Virginia","ACC","rushing","LONG","11"
"2025","4868249","Davis Lane","RB","Virginia","ACC","rushing","TD","0"
"2025","4868249","Davis Lane","RB","Virginia","ACC","rushing","YDS","39"
"2025","4868249","Davis Lane","RB","Virginia","ACC","rushing","YPC","4.3"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","defensive","PD","0"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","defensive","QB HUR","2"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","defensive","SACKS","0"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","defensive","SOLO","11"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","defensive","TD","0"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","defensive","TFL","0"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","defensive","TOT","18"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","interceptions","AVG","5.0"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","interceptions","INT","1"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","interceptions","TD","0"
"2025","4868600","Zamari Stevenson","DB","Wake Forest","ACC","interceptions","YDS","5"
"2025","4869239","Clive Wilson","DE","Boston College","ACC","defensive","PD","0"
"2025","4869239","Clive Wilson","DE","Boston College","ACC","defensive","QB HUR","0"
"2025","4869239","Clive Wilson","DE","Boston College","ACC","defensive","SACKS","0"
"2025","4869239","Clive Wilson","DE","Boston College","ACC","defensive","SOLO","1"
"2025","4869239","Clive Wilson","DE","Boston College","ACC","defensive","TD","0"
"2025","4869239","Clive Wilson","DE","Boston College","ACC","defensive","TFL","0"
"2025","4869239","Clive Wilson","DE","Boston College","ACC","defensive","TOT","2"
"2025","4869658","C.J. Mims","DL","North Carolina","ACC","defensive","PD","0"
"2025","4869658","C.J. Mims","DL","North Carolina","ACC","defensive","QB HUR","0"
"2025","4869658","C.J. Mims","DL","North Carolina","ACC","defensive","SACKS","2"
"2025","4869658","C.J. Mims","DL","North Carolina","ACC","defensive","SOLO","20"
"2025","4869658","C.J. Mims","DL","North Carolina","ACC","defensive","TD","0"
"2025","4869658","C.J. Mims","DL","North Carolina","ACC","defensive","TFL","2.5"
"2025","4869658","C.J. Mims","DL","North Carolina","ACC","defensive","TOT","41"
"2025","4869728","Jeremiah Hasley","TE","Duke","ACC","receiving","LONG","56"
"2025","4869728","Jeremiah Hasley","TE","Duke","ACC","receiving","REC","40"
"2025","4869728","Jeremiah Hasley","TE","Duke","ACC","receiving","TD","6"
"2025","4869728","Jeremiah Hasley","TE","Duke","ACC","receiving","YDS","454"
"2025","4869728","Jeremiah Hasley","TE","Duke","ACC","receiving","YPR","11.4"
"2025","4869961","Chris Bell","WR","Louisville","ACC","defensive","PD","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","defensive","QB HUR","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","defensive","SACKS","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","defensive","SOLO","1"
"2025","4869961","Chris Bell","WR","Louisville","ACC","defensive","TD","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","defensive","TFL","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","defensive","TOT","1"
"2025","4869961","Chris Bell","WR","Louisville","ACC","kickReturns","AVG","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","kickReturns","LONG","12"
"2025","4869961","Chris Bell","WR","Louisville","ACC","kickReturns","NO","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","kickReturns","TD","0"
"2025","4869961","Chris Bell","WR","Louisville","ACC","kickReturns","YDS","12"
"2025","4869961","Chris Bell","WR","Louisville","ACC","receiving","LONG","64"
"2025","4869961","Chris Bell","WR","Louisville","ACC","receiving","REC","72"
"2025","4869961","Chris Bell","WR","Louisville","ACC","receiving","TD","6"
"2025","4869961","Chris Bell","WR","Louisville","ACC","receiving","YDS","917"
"2025","4869961","Chris Bell","WR","Louisville","ACC","receiving","YPR","12.7"
"2025","4870141","Devin Grant","DB","Syracuse","ACC","defensive","PD","2"
"2025","4870141","Devin Grant","DB","Syracuse","ACC","defensive","QB HUR","0"
"2025","4870141","Devin Grant","DB","Syracuse","ACC","defensive","SACKS","1"
"2025","4870141","Devin Grant","DB","Syracuse","ACC","defensive","SOLO","22"
"2025","4870141","Devin Grant","DB","Syracuse","ACC","defensive","TD","0"
"2025","4870141","Devin Grant","DB","Syracuse","ACC","defensive","TFL","3"
"2025","4870141","Devin Grant","DB","Syracuse","ACC","defensive","TOT","30"
"2025","4870232","Tyson Flowers","S","Virginia Tech","ACC","defensive","PD","2"
"2025","4870232","Tyson Flowers","S","Virginia Tech","ACC","defensive","QB HUR","2"
"2025","4870232","Tyson Flowers","S","Virginia Tech","ACC","defensive","SACKS","0"
"2025","4870232","Tyson Flowers","S","Virginia Tech","ACC","defensive","SOLO","27"
"2025","4870232","Tyson Flowers","S","Virginia Tech","ACC","defensive","TD","0"
"2025","4870232","Tyson Flowers","S","Virginia Tech","ACC","defensive","TFL","0"
"2025","4870232","Tyson Flowers","S","Virginia Tech","ACC","defensive","TOT","48"
"2025","4870279","Corey Gordon","DB","Louisville","ACC","defensive","PD","2"
"2025","4870279","Corey Gordon","DB","Louisville","ACC","defensive","QB HUR","0"
"2025","4870279","Corey Gordon","DB","Louisville","ACC","defensive","SACKS","0"
"2025","4870279","Corey Gordon","DB","Louisville","ACC","defensive","SOLO","27"
"2025","4870279","Corey Gordon","DB","Louisville","ACC","defensive","TD","0"
"2025","4870279","Corey Gordon","DB","Louisville","ACC","defensive","TFL","3.0"
"2025","4870279","Corey Gordon","DB","Louisville","ACC","defensive","TOT","53"
"2025","4870590","Raul Aguirre Jr.","LB","Miami","ACC","defensive","PD","1"
"2025","4870590","Raul Aguirre Jr.","LB","Miami","ACC","defensive","QB HUR","1"
"2025","4870590","Raul Aguirre Jr.","LB","Miami","ACC","defensive","SACKS","0"
"2025","4870590","Raul Aguirre Jr.","LB","Miami","ACC","defensive","SOLO","22"
"2025","4870590","Raul Aguirre Jr.","LB","Miami","ACC","defensive","TD","0"
"2025","4870590","Raul Aguirre Jr.","LB","Miami","ACC","defensive","TFL","2"
"2025","4870590","Raul Aguirre Jr.","LB","Miami","ACC","defensive","TOT","43"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","defensive","PD","1"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","defensive","QB HUR","5"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","defensive","SACKS","9.5"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","defensive","SOLO","30"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","defensive","TD","0"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","defensive","TFL","15.5"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","defensive","TOT","54"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","interceptions","AVG","12.0"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","interceptions","INT","1"
"2025","4870617","Rueben Bain Jr.","DL","Miami","ACC","interceptions","TD","0"
