player,team,conference,season,category,playerId,position_stat,LONG,REC,TD,YDS,YPR,name_clean,position_clean,id,athleteId,recruitType,year,ranking,name,school,committedTo,position_recruit,height,weight,stars,rating,city,stateProvince,country,hometownInfo,recruit_year,eligibility_year,team_clean,committed_clean,school_match,Usage Overall,receiving_score,usage_pct,production_pct,impact_score,impact_percentile,outcome
Jared Gibble,App State,Sun Belt,2025,receiving,4683279,TE,2,1,0,2,2.0,jared gibble,TE,117360,4683279,HighSchool,2021.0,1671.0,Jared Gibble,Oak Grove,Virginia Tech,TE,76.0,225.0,3.0,0.8326,Winston Salem,NC,USA,"{'latitude': 36.0998131, 'longitude': -80.2440518, 'fipsCode': '37067'}",2021.0,5.0,app state,virginia tech,0,0,7,0.5006784260515604,0.006105834464043419,0.20393487109905023,0.006105834464043419,Bust
Jared Gipson,Sacramento State,Big Sky,2021,receiving,4696974,WR,26,1,0,26,26.0,jared gipson,WR,121720,4696974,HighSchool,2020.0,3377.0,Jared Gipson,St. Mary's,Sacramento State,WR,71.5,190.0,2.0,0.7833,Stockton,CA,USA,"{'latitude': 37.9577016, 'longitude': -121.2907796, 'fipsCode': '06077'}",2020.0,2.0,sacramento state,sacramento state,1,0,31,0.5003996802557954,0.1718625099920064,0.303277378097522,0.1718625099920064,Bust
Jared Gipson,Sacramento State,Big Sky,2022,receiving,4696974,WR,40,31,2,350,11.3,jared gipson,WR,121720,4696974,HighSchool,2020.0,3377.0,Jared Gipson,St. Mary's,Sacramento State,WR,71.5,190.0,2.0,0.7833,Stockton,CA,USA,"{'latitude': 37.9577016, 'longitude': -121.2907796, 'fipsCode': '06077'}",2020.0,3.0,sacramento state,sacramento state,1,0,545,0.5004132231404959,0.7475206611570248,0.6486776859504132,0.7475206611570248,Starter
Jared Gipson,Sacramento State,Big Sky,2023,receiving,4696974,WR,49,36,3,624,17.3,jared gipson,WR,121720,4696974,HighSchool,2020.0,3377.0,Jared Gipson,St. Mary's,Sacramento State,WR,71.5,190.0,2.0,0.7833,Stockton,CA,USA,"{'latitude': 37.9577016, 'longitude': -121.2907796, 'fipsCode': '06077'}",2020.0,4.0,sacramento state,sacramento state,1,0,864,0.5004985044865404,0.8414755732801595,0.7050847457627119,0.8414755732801595,Starter
Jared Gipson,Sacramento State,Big Sky,2024,receiving,4696974,WR,78,53,9,715,13.5,jared gipson,WR,121720,4696974,HighSchool,2020.0,3377.0,Jared Gipson,St. Mary's,Sacramento State,WR,71.5,190.0,2.0,0.7833,Stockton,CA,USA,"{'latitude': 37.9577016, 'longitude': -121.2907796, 'fipsCode': '06077'}",2020.0,5.0,sacramento state,sacramento state,1,0,1160,0.5006784260515604,0.9335142469470827,0.7603799185888738,0.9335142469470827,Impact Player
Jared Miles,SMU,American Athletic,2018,receiving,4360556,WR,3,2,0,4,2.0,jared miles,WR,127170,4360556,HighSchool,2018.0,901.0,Jared Miles,McDonogh 35,SMU,WR,73.0,185.0,3.0,0.8568,New Orleans,LA,USA,"{'latitude': 29.9499323, 'longitude': -90.0701156, 'fipsCode': '22071'}",2018.0,1.0,smu,smu,1,0,14,0.5005753739930955,0.13291139240506328,0.2799769850402762,0.13291139240506328,Bust
Jared Wayne,Pittsburgh,ACC,2019,receiving,4430681,WR,31,18,1,261,14.5,jared wayne,WR,123700,,HighSchool,2019.0,1444.0,Jared Wayne,Clearwater Academy International,,WR,75.0,192.0,3.0,0.84,Clearwater,FL,USA,"{'latitude': 27.9658533, 'longitude': -82.8001026, 'fipsCode': '12103'}",2019.0,1.0,pittsburgh,none,0,0,371,0.5005753739930955,0.8469505178365938,0.7084004602991945,0.8469505178365938,Starter
Jared Wayne,Pittsburgh,ACC,2020,receiving,4430681,WR,49,21,1,326,15.5,jared wayne,WR,123700,,HighSchool,2019.0,1444.0,Jared Wayne,Clearwater Academy International,,WR,75.0,192.0,3.0,0.84,Clearwater,FL,USA,"{'latitude': 27.9658533, 'longitude': -82.8001026, 'fipsCode': '12103'}",2019.0,2.0,pittsburgh,none,0,0,451,0.5003996802557954,0.7853717026378897,0.6713828936850519,0.7853717026378897,Starter
Jared Wayne,Pittsburgh,ACC,2021,receiving,4430681,WR,40,47,6,658,14.0,jared wayne,WR,123700,,HighSchool,2019.0,1444.0,Jared Wayne,Clearwater Academy International,,WR,75.0,192.0,3.0,0.84,Clearwater,FL,USA,"{'latitude': 27.9658533, 'longitude': -82.8001026, 'fipsCode': '12103'}",2019.0,3.0,pittsburgh,none,0,0,1013,0.5004132231404959,0.9140495867768595,0.748595041322314,0.9140495867768595,Impact Player
Jared Wayne,Pittsburgh,ACC,2022,receiving,4430681,WR,66,60,5,1056,17.6,jared wayne,WR,123700,,HighSchool,2019.0,1444.0,Jared Wayne,Clearwater Academy International,,WR,75.0,192.0,3.0,0.84,Clearwater,FL,USA,"{'latitude': 27.9658533, 'longitude': -82.8001026, 'fipsCode': '12103'}",2019.0,4.0,pittsburgh,none,0,0,1456,0.5004985044865404,0.9621136590229312,0.7774675972083749,0.9621136590229312,Impact Player
Jared Wiley,Texas,Big 12,2019,receiving,4430723,TE,15,1,0,15,15.0,jared wiley,TE,122957,,HighSchool,2019.0,689.0,Jared Wiley,Temple,,TE,78.0,225.0,3.0,0.8726,Temple,TX,USA,"{'latitude': 31.098207, 'longitude': -97.3427847, 'fipsCode': '48027'}",2019.0,1.0,texas,none,0,0,20,0.5005753739930955,0.19505178365937859,0.31726121979286537,0.19505178365937859,Bust
Jared Wiley,Texas,Big 12,2020,receiving,4430723,TE,52,9,1,166,18.4,jared wiley,TE,122957,,HighSchool,2019.0,689.0,Jared Wiley,Temple,,TE,78.0,225.0,3.0,0.8726,Temple,TX,USA,"{'latitude': 31.098207, 'longitude': -97.3427847, 'fipsCode': '48027'}",2019.0,2.0,texas,none,0,0,231,0.5003996802557954,0.6151079136690647,0.569224620303757,0.6151079136690647,Starter
Jared Wiley,Texas,Big 12,2021,receiving,4430723,TE,20,9,2,67,7.4,jared wiley,TE,122957,,HighSchool,2019.0,689.0,Jared Wiley,Temple,,TE,78.0,225.0,3.0,0.8726,Temple,TX,USA,"{'latitude': 31.098207, 'longitude': -97.3427847, 'fipsCode': '48027'}",2019.0,3.0,texas,none,0,0,152,0.5004132231404959,0.42933884297520664,0.45776859504132233,0.42933884297520664,Depth / Rotation
Jared Wiley,TCU,Big 12,2022,receiving,4430723,TE,30,24,4,245,10.2,jared wiley,TE,122957,,HighSchool,2019.0,689.0,Jared Wiley,Temple,,TE,78.0,225.0,3.0,0.8726,Temple,TX,USA,"{'latitude': 31.098207, 'longitude': -97.3427847, 'fipsCode': '48027'}",2019.0,4.0,tcu,none,0,0,445,0.5004985044865404,0.6181455633100698,0.571086739780658,0.6181455633100698,Starter
Jared Wiley,TCU,Big 12,2023,receiving,4430723,TE,81,47,8,520,11.1,jared wiley,TE,122957,,HighSchool,2019.0,689.0,Jared Wiley,Temple,,TE,78.0,225.0,3.0,0.8726,Temple,TX,USA,"{'latitude': 31.098207, 'longitude': -97.3427847, 'fipsCode': '48027'}",2019.0,5.0,tcu,none,0,0,915,0.5006784260515604,0.8717774762550882,0.7233378561736771,0.8717774762550882,Impact Player
Jarel Williams,West Virginia,Big 12,2024,receiving,4806381,WR,17,1,0,17,17.0,jarel williams,WR,114199,,HighSchool,2022.0,650.0,Jarel Williams,Saraland,,WR,74.0,185.0,3.0,0.8752,Saraland,AL,USA,"{'latitude': 30.820742, 'longitude': -88.0705556, 'fipsCode': '01097'}",2022.0,3.0,west virginia,none,0,0,22,0.5004132231404959,0.10371900826446281,0.26239669421487605,0.10371900826446281,Bust
Jaren Hamilton,Arizona State,Big 12,2025,receiving,5104212,WR,49,7,0,169,24.1,jaren hamilton,WR,111484,5104212,HighSchool,2023.0,238.0,Jaren Hamilton,Buchholz,Alabama,WR,73.0,188.0,4.0,0.9159,Gainesville,FL,USA,"{'latitude': 29.6519684, 'longitude': -82.3249846, 'fipsCode': '12001'}",2023.0,3.0,arizona state,alabama,0,0,204,0.5004132231404959,0.48388429752066114,0.49049586776859505,0.48388429752066114,Depth / Rotation
Jaren Mitchell,Northern Colorado,Big Sky,2019,receiving,4365710,WR,31,4,0,55,13.8,jaren mitchell,WR,128271,,HighSchool,2018.0,2002.0,Jaren Mitchell,Hebron,BYU,WR,69.0,175.0,3.0,0.8104,Carrollton,TX,USA,"{'latitude': 32.9537349, 'longitude': -96.8902816, 'fipsCode': '48113'}",2018.0,2.0,northern colorado,byu,0,0,75,0.5003996802557954,0.31694644284572343,0.3903277378097522,0.31694644284572343,Depth / Rotation
Jaren Mitchell,Northern Colorado,Big Sky,2021,receiving,4365710,WR,9,3,0,18,6.0,jaren mitchell,WR,128271,,HighSchool,2018.0,2002.0,Jaren Mitchell,Hebron,BYU,WR,69.0,175.0,3.0,0.8104,Carrollton,TX,USA,"{'latitude': 32.9537349, 'longitude': -96.8902816, 'fipsCode': '48113'}",2018.0,4.0,northern colorado,byu,0,0,33,0.5004985044865404,0.11764705882352941,0.2707876370887338,0.11764705882352941,Bust
Jaren Mitchell,Northwestern State,Southland,2022,receiving,4365710,WR,6,1,0,6,6.0,jaren mitchell,WR,128271,,HighSchool,2018.0,2002.0,Jaren Mitchell,Hebron,BYU,WR,69.0,175.0,3.0,0.8104,Carrollton,TX,USA,"{'latitude': 32.9537349, 'longitude': -96.8902816, 'fipsCode': '48113'}",2018.0,5.0,northwestern state,byu,0,0,11,0.5006784260515604,0.028493894165535955,0.21736770691994575,0.028493894165535955,Bust
Jarett Garner,Duke,ACC,2020,receiving,4360407,WR,52,13,2,274,21.1,jarett garner,WR,127480,4360407,HighSchool,2018.0,1211.0,Jarett Garner,Hickory Ridge,Duke,WR,75.0,190.0,3.0,0.8452,Harrisburg,NC,USA,"{'latitude': 35.3262523, 'longitude': -80.6446563, 'fipsCode': '37025'}",2018.0,3.0,duke,duke,1,0,379,0.5004132231404959,0.6421487603305785,0.5854545454545454,0.6421487603305785,Starter
Jarett Garner,Duke,ACC,2021,receiving,4360407,WR,30,10,0,119,11.9,jarett garner,WR,127480,4360407,HighSchool,2018.0,1211.0,Jarett Garner,Hickory Ridge,Duke,WR,75.0,190.0,3.0,0.8452,Harrisburg,NC,USA,"{'latitude': 35.3262523, 'longitude': -80.6446563, 'fipsCode': '37025'}",2018.0,4.0,duke,duke,1,0,169,0.5004985044865404,0.3678963110667996,0.42093718843469596,0.3678963110667996,Depth / Rotation
Jarett Garner,East Carolina,American Athletic,2022,receiving,4360407,WR,10,2,0,19,9.5,jarett garner,WR,127480,4360407,HighSchool,2018.0,1211.0,Jarett Garner,Hickory Ridge,Duke,WR,75.0,190.0,3.0,0.8452,Harrisburg,NC,USA,"{'latitude': 35.3262523, 'longitude': -80.6446563, 'fipsCode': '37025'}",2018.0,5.0,east carolina,duke,0,0,29,0.5006784260515604,0.09972862957937585,0.2601085481682497,0.09972862957937585,Bust
Jaron Glover,Michigan State,Big Ten,2022,receiving,4869252,WR,2,1,0,2,2.0,jaron glover,WR,114322,,HighSchool,2022.0,789.0,Jaron Glover,Riverview,,WR,75.0,195.0,3.0,0.8689,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2022.0,1.0,michigan state,none,0,0,7,0.5005753739930955,0.03279631760644419,0.2199079401611047,0.03279631760644419,Bust
Jaron Glover,Michigan State,Big Ten,2023,receiving,4869252,WR,33,14,0,261,18.6,jaron glover,WR,114322,,HighSchool,2022.0,789.0,Jaron Glover,Riverview,,WR,75.0,195.0,3.0,0.8689,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2022.0,2.0,michigan state,none,0,0,331,0.5003996802557954,0.6998401278976819,0.6200639488409273,0.6998401278976819,Starter
Jaron Glover,Michigan State,Big Ten,2024,receiving,4869252,WR,34,15,2,192,12.8,jaron glover,WR,114322,,HighSchool,2022.0,789.0,Jaron Glover,Riverview,,WR,75.0,195.0,3.0,0.8689,Sarasota,FL,USA,"{'latitude': 27.3364347, 'longitude': -82.5306527, 'fipsCode': '12115'}",2022.0,3.0,michigan state,none,0,0,307,0.5004132231404959,0.5847107438016529,0.55099173553719,0.5847107438016529,Depth / Rotation
Jaron Tibbs,Purdue,Big Ten,2023,receiving,5078225,WR,14,4,0,35,8.8,jaron tibbs,WR,112436,,HighSchool,2023.0,1196.0,Jaron Tibbs,Cathedral,,WR,76.0,190.0,3.0,0.8575,Indianapolis,IN,USA,"{'latitude': 39.7683331, 'longitude': -86.1583502, 'fipsCode': '18097'}",2023.0,1.0,purdue,none,0,0,55,0.5005753739930955,0.4016110471806674,0.4411967779056386,0.4016110471806674,Depth / Rotation
Jaron Tibbs,Purdue,Big Ten,2024,receiving,5078225,WR,38,25,2,305,12.2,jaron tibbs,WR,112436,,HighSchool,2023.0,1196.0,Jaron Tibbs,Cathedral,,WR,76.0,190.0,3.0,0.8575,Indianapolis,IN,USA,"{'latitude': 39.7683331, 'longitude': -86.1583502, 'fipsCode': '18097'}",2023.0,2.0,purdue,none,0,0,470,0.5003996802557954,0.7945643485211831,0.676898481215028,0.7945643485211831,Starter
Jaron Tibbs,Kansas State,Big 12,2025,receiving,5078225,WR,38,47,3,595,12.7,jaron tibbs,WR,112436,,HighSchool,2023.0,1196.0,Jaron Tibbs,Cathedral,,WR,76.0,190.0,3.0,0.8575,Indianapolis,IN,USA,"{'latitude': 39.7683331, 'longitude': -86.1583502, 'fipsCode': '18097'}",2023.0,3.0,kansas state,none,0,0,890,0.5004132231404959,0.8789256198347107,0.7275206611570247,0.8789256198347107,Impact Player
Jarrell Anderson,Sacramento State,Big Sky,2018,receiving,4365810,WR,4,1,0,4,4.0,jarrell anderson,WR,127702,2988219,HighSchool,2018.0,1433.0,Jarrell Anderson,Rainier Beach,Sacramento State,WR,76.0,240.0,3.0,0.8366,Seattle,WA,USA,"{'latitude': 47.6038321, 'longitude': -122.3300624, 'fipsCode': '53033'}",2018.0,1.0,sacramento state,sacramento state,1,0,9,0.5005753739930955,0.05523590333716916,0.2333716915995397,0.05523590333716916,Bust
Jarrell Anderson,Sacramento State,Big Sky,2019,receiving,4365810,WR,4,1,0,4,4.0,jarrell anderson,WR,127702,2988219,HighSchool,2018.0,1433.0,Jarrell Anderson,Rainier Beach,Sacramento State,WR,76.0,240.0,3.0,0.8366,Seattle,WA,USA,"{'latitude': 47.6038321, 'longitude': -122.3300624, 'fipsCode': '53033'}",2018.0,2.0,sacramento state,sacramento state,1,0,9,0.5003996802557954,0.020783373301358914,0.2126298960831335,0.020783373301358914,Bust
Jarriett Buie,Iowa,Big Ten,2024,receiving,5075920,WR,19,9,0,94,10.4,jarriett buie,WR,112563,5075920,HighSchool,2023.0,1324.0,Jarriett Buie,Jesuit,Iowa,WR,75.0,182.0,3.0,0.8525,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}",2023.0,2.0,iowa,iowa,1,0,139,0.5003996802557954,0.47761790567545964,0.48673061550759394,0.47761790567545964,Depth / Rotation
Jasaiah Gathings,Akron,Mid-American,2022,receiving,4710843,WR,16,1,0,16,16.0,jasaiah gathings,WR,117613,4710843,HighSchool,2021.0,1919.0,Jasaiah Gathings,Statesville,Akron,WR,72.0,160.0,3.0,0.8237,Statesville,NC,USA,"{'latitude': 35.7826363, 'longitude': -80.8872959, 'fipsCode': '37097'}",2021.0,2.0,akron,akron,1,0,21,0.5003996802557954,0.12310151878497202,0.2740207833733014,0.12310151878497202,Bust
Jasaiah Gathings,Akron,Mid-American,2023,receiving,4710843,WR,39,55,1,575,10.5,jasaiah gathings,WR,117613,4710843,HighSchool,2021.0,1919.0,Jasaiah Gathings,Statesville,Akron,WR,72.0,160.0,3.0,0.8237,Statesville,NC,USA,"{'latitude': 35.7826363, 'longitude': -80.8872959, 'fipsCode': '37097'}",2021.0,3.0,akron,akron,1,0,870,0.5004132231404959,0.8706611570247934,0.7225619834710744,0.8706611570247934,Impact Player
Jasaiah Gathings,UConn,FBS Independents,2024,receiving,4710843,WR,26,32,3,307,9.6,jasaiah gathings,WR,117613,4710843,HighSchool,2021.0,1919.0,Jasaiah Gathings,Statesville,Akron,WR,72.0,160.0,3.0,0.8237,Statesville,NC,USA,"{'latitude': 35.7826363, 'longitude': -80.8872959, 'fipsCode': '37097'}",2021.0,4.0,uconn,akron,0,0,527,0.5004985044865404,0.6764705882352942,0.6060817547357926,0.6764705882352942,Starter
Jasaiah Gathings,Buffalo,Mid-American,2025,receiving,4710843,WR,39,36,3,410,11.4,jasaiah gathings,WR,117613,4710843,HighSchool,2021.0,1919.0,Jasaiah Gathings,Statesville,Akron,WR,72.0,160.0,3.0,0.8237,Statesville,NC,USA,"{'latitude': 35.7826363, 'longitude': -80.8872959, 'fipsCode': '37097'}",2021.0,5.0,buffalo,akron,0,0,650,0.5006784260515604,0.7693351424694709,0.6618724559023067,0.7693351424694709,Starter
Jason Heller,Western Illinois,MVFC,2023,receiving,4574858,WR,4,1,0,4,4.0,jason heller,WR,125127,4574858,HighSchool,2019.0,2894.0,Jason Heller,Westlake,Utah,WR,68.0,165.0,2.0,0.79,Westlake Village,CA,USA,"{'latitude': 34.1460234, 'longitude': -118.8061794, 'fipsCode': '06037'}",2019.0,5.0,western illinois,utah,0,0,9,0.5006784260515604,0.014246947082767978,0.20881953867028497,0.014246947082767978,Bust
Javarius Green,North Carolina,ACC,2024,receiving,5146747,WR,12,1,0,12,12.0,javarius green,WR,109234,5146747,HighSchool,2024.0,537.0,Javarius Green,Crest,North Carolina,WR,70.0,190.0,3.0,0.8861,Shelby,NC,USA,"{'latitude': 35.2919489, 'longitude': -81.5402112, 'fipsCode': '37045'}",2024.0,1.0,north carolina,north carolina,1,0,17,0.5005753739930955,0.167433831990794,0.3006904487917146,0.167433831990794,Bust
Javarius Green,North Carolina,ACC,2025,receiving,5146747,WR,39,13,0,150,11.5,javarius green,WR,109234,5146747,HighSchool,2024.0,537.0,Javarius Green,Crest,North Carolina,WR,70.0,190.0,3.0,0.8861,Shelby,NC,USA,"{'latitude': 35.2919489, 'longitude': -81.5402112, 'fipsCode': '37045'}",2024.0,2.0,north carolina,north carolina,1,0,215,0.5003996802557954,0.5971223021582733,0.5584332533972822,0.5971223021582733,Depth / Rotation
Javaughn Williams,Kent State,Mid-American,2019,receiving,4362364,WR,4,1,0,4,4.0,javaughn williams,WR,129253,4244071,HighSchool,2018.0,2985.0,Javaughn Williams,John Hay Campus,Kent State,WR,75.0,175.0,2.0,0.7742,Cleveland,OH,USA,"{'latitude': 41.5051613, 'longitude': -81.6934446, 'fipsCode': '39035'}",2018.0,2.0,kent state,kent state,1,0,9,0.5003996802557954,0.020783373301358914,0.2126298960831335,0.020783373301358914,Bust
Javaughn Williams,Kent State,Mid-American,2020,receiving,4362364,WR,13,3,1,19,6.3,javaughn williams,WR,129253,4244071,HighSchool,2018.0,2985.0,Javaughn Williams,John Hay Campus,Kent State,WR,75.0,175.0,2.0,0.7742,Cleveland,OH,USA,"{'latitude': 41.5051613, 'longitude': -81.6934446, 'fipsCode': '39035'}",2018.0,3.0,kent state,kent state,1,0,54,0.5004132231404959,0.23512396694214877,0.34123966942148765,0.23512396694214877,Bust
Javaughn Williams,Kent State,Mid-American,2021,receiving,4362364,WR,15,2,0,21,10.5,javaughn williams,WR,129253,4244071,HighSchool,2018.0,2985.0,Javaughn Williams,John Hay Campus,Kent State,WR,75.0,175.0,2.0,0.7742,Cleveland,OH,USA,"{'latitude': 41.5051613, 'longitude': -81.6934446, 'fipsCode': '39035'}",2018.0,4.0,kent state,kent state,1,0,31,0.5004985044865404,0.10867397806580259,0.26540378863409775,0.10867397806580259,Bust
Javaughn Williams,Arkansas-Pine Bluff,SWAC,2022,receiving,4362364,WR,42,16,0,158,9.9,javaughn williams,WR,129253,4244071,HighSchool,2018.0,2985.0,Javaughn Williams,John Hay Campus,Kent State,WR,75.0,175.0,2.0,0.7742,Cleveland,OH,USA,"{'latitude': 41.5051613, 'longitude': -81.6934446, 'fipsCode': '39035'}",2018.0,5.0,arkansas-pine bluff,kent state,0,0,238,0.5006784260515604,0.41383989145183175,0.4485753052917232,0.41383989145183175,Depth / Rotation
Javien Cuff,Buffalo,Mid-American,2021,receiving,4426998,WR,9,1,0,9,9.0,javien cuff,WR,124742,4426998,HighSchool,2019.0,2508.0,Javien Cuff,Vero Beach,Buffalo,WR,74.0,170.0,3.0,0.8006,Vero Beach,FL,USA,"{'latitude': 27.6387163, 'longitude': -80.3975399, 'fipsCode': '12061'}",2019.0,3.0,buffalo,buffalo,1,0,14,0.5004132231404959,0.05578512396694215,0.23363636363636364,0.05578512396694215,Bust
Javieon Butler,Southern Miss,Sun Belt,2024,receiving,5077264,WR,18,2,0,22,11.0,javieon butler,WR,112086,,HighSchool,2023.0,845.0,Javieon Butler,Scott Central,,WR,77.0,194.0,3.0,0.87,Forest,MS,USA,"{'latitude': 32.3645888, 'longitude': -89.4742348, 'fipsCode': '28123'}",2023.0,2.0,southern miss,none,0,0,32,0.5003996802557954,0.17705835331734612,0.30639488409272586,0.17705835331734612,Bust
Javon Baker,Alabama,SEC,2020,receiving,4692022,WR,15,2,0,15,7.5,javon baker,WR,118610,4692022,HighSchool,2020.0,203.0,Javon Baker,McEachern,Alabama,WR,73.0,196.0,4.0,0.9214,Powder Springs,GA,USA,"{'latitude': 33.8595492, 'longitude': -84.683824, 'fipsCode': '13067'}",2020.0,1.0,alabama,alabama,1,0,25,0.5005753739930955,0.23590333716915995,0.34177215189873417,0.23590333716915995,Bust
Javon Baker,Alabama,SEC,2021,receiving,4692022,WR,35,7,1,101,14.4,javon baker,WR,118610,4692022,HighSchool,2020.0,203.0,Javon Baker,McEachern,Alabama,WR,73.0,196.0,4.0,0.9214,Powder Springs,GA,USA,"{'latitude': 33.8595492, 'longitude': -84.683824, 'fipsCode': '13067'}",2020.0,2.0,alabama,alabama,1,0,156,0.5003996802557954,0.503197442046363,0.502078337330136,0.503197442046363,Depth / Rotation
Javon Baker,UCF,American Athletic,2022,receiving,4692022,WR,53,56,5,796,14.2,javon baker,WR,118610,4692022,HighSchool,2020.0,203.0,Javon Baker,McEachern,Alabama,WR,73.0,196.0,4.0,0.9214,Powder Springs,GA,USA,"{'latitude': 33.8595492, 'longitude': -84.683824, 'fipsCode': '13067'}",2020.0,3.0,ucf,alabama,0,0,1176,0.5004132231404959,0.943801652892562,0.7664462809917355,0.943801652892562,Impact Player
Javon Baker,UCF,Big 12,2023,receiving,4692022,WR,86,52,7,1139,21.9,javon baker,WR,118610,4692022,HighSchool,2020.0,203.0,Javon Baker,McEachern,Alabama,WR,73.0,196.0,4.0,0.9214,Powder Springs,GA,USA,"{'latitude': 33.8595492, 'longitude': -84.683824, 'fipsCode': '13067'}",2020.0,4.0,ucf,alabama,0,0,1539,0.5004985044865404,0.9740777666999003,0.7846460618145563,0.9740777666999003,Impact Player
Javon Brown,Toledo,Mid-American,2025,receiving,5193720,WR,46,8,1,156,19.5,javon brown,WR,111100,5193720,HighSchool,2024.0,2421.0,Javon Brown,Williston,Toledo,WR,76.0,187.0,3.0,0.8106,Williston,FL,USA,"{'latitude': 29.3880028, 'longitude': -82.4481694, 'fipsCode': '12075'}",2024.0,2.0,toledo,toledo,1,0,216,0.5003996802557954,0.5999200639488409,0.5601119104716227,0.5999200639488409,Depth / Rotation
Javon Charles,Illinois State,MVFC,2023,receiving,4696027,TE,11,4,1,19,4.8,javon charles,TE,121482,,HighSchool,2020.0,3115.0,Javon Charles,DeSoto,Illinois State,TE,76.0,230.0,2.0,0.79,DeSoto,TX,USA,"{'latitude': 32.6061241, 'longitude': -96.865612653687, 'fipsCode': '48113'}",2020.0,4.0,illinois state,illinois state,1,0,59,0.5004985044865404,0.18494516450648055,0.3111665004985045,0.18494516450648055,Bust
Javon Charles,Illinois State,MVFC,2024,receiving,4696027,TE,24,12,1,88,7.3,javon charles,TE,121482,,HighSchool,2020.0,3115.0,Javon Charles,DeSoto,Illinois State,TE,76.0,230.0,2.0,0.79,DeSoto,TX,USA,"{'latitude': 32.6061241, 'longitude': -96.865612653687, 'fipsCode': '48113'}",2020.0,5.0,illinois state,illinois state,1,0,168,0.5006784260515604,0.3337856173677069,0.4005427408412483,0.3337856173677069,Depth / Rotation
Javon Gipson,Baylor,Big 12,2022,receiving,4662406,WR,13,2,0,22,11.0,javon gipson,WR,116516,4662406,HighSchool,2021.0,776.0,Javon Gipson,George Ranch,Baylor,WR,74.5,189.0,3.0,0.8656,Richmond,TX,USA,"{'latitude': 29.5821811, 'longitude': -95.7607832, 'fipsCode': '48157'}",2021.0,2.0,baylor,baylor,1,0,32,0.5003996802557954,0.17705835331734612,0.30639488409272586,0.17705835331734612,Bust
Javon Gipson,Abilene Christian,UAC,2024,receiving,4662406,WR,43,23,2,335,14.6,javon gipson,WR,116516,4662406,HighSchool,2021.0,776.0,Javon Gipson,George Ranch,Baylor,WR,74.5,189.0,3.0,0.8656,Richmond,TX,USA,"{'latitude': 29.5821811, 'longitude': -95.7607832, 'fipsCode': '48157'}",2021.0,4.0,abilene christian,baylor,0,0,490,0.5004985044865404,0.6570289132602194,0.5944167497507478,0.6570289132602194,Starter
Javon Gipson,Abilene Christian,UAC,2025,receiving,4662406,WR,43,64,6,1022,16.0,javon gipson,WR,116516,4662406,HighSchool,2021.0,776.0,Javon Gipson,George Ranch,Baylor,WR,74.5,189.0,3.0,0.8656,Richmond,TX,USA,"{'latitude': 29.5821811, 'longitude': -95.7607832, 'fipsCode': '48157'}",2021.0,5.0,abilene christian,baylor,0,0,1462,0.5006784260515604,0.9810040705563093,0.7888738127544097,0.9810040705563093,Impact Player
Javon Ivory,Memphis,American Athletic,2020,receiving,4567525,WR,51,23,3,356,15.5,javon ivory,WR,124559,4567525,HighSchool,2019.0,2374.0,Javon Ivory,Clarke County,Memphis,WR,74.0,190.0,3.0,0.807,Grove Hill,AL,USA,"{'latitude': 31.7087681, 'longitude': -87.7772218, 'fipsCode': '01025'}",2019.0,2.0,memphis,memphis,1,0,531,0.5003996802557954,0.8193445243804957,0.6917665867306155,0.8193445243804957,Starter
Javon Ivory,Memphis,American Athletic,2021,receiving,4567525,WR,49,29,3,413,14.2,javon ivory,WR,124559,4567525,HighSchool,2019.0,2374.0,Javon Ivory,Clarke County,Memphis,WR,74.0,190.0,3.0,0.807,Grove Hill,AL,USA,"{'latitude': 31.7087681, 'longitude': -87.7772218, 'fipsCode': '01025'}",2019.0,3.0,memphis,memphis,1,0,618,0.5004132231404959,0.7892561983471075,0.6737190082644628,0.7892561983471075,Starter
Javon Ivory,Memphis,American Athletic,2022,receiving,4567525,WR,68,46,2,586,12.7,javon ivory,WR,124559,4567525,HighSchool,2019.0,2374.0,Javon Ivory,Clarke County,Memphis,WR,74.0,190.0,3.0,0.807,Grove Hill,AL,USA,"{'latitude': 31.7087681, 'longitude': -87.7772218, 'fipsCode': '01025'}",2019.0,4.0,memphis,memphis,1,0,856,0.5004985044865404,0.8364905284147557,0.7020937188434695,0.8364905284147557,Starter
Javon Ivory,South Alabama,Sun Belt,2023,receiving,4567525,WR,39,20,1,234,11.7,javon ivory,WR,124559,4567525,HighSchool,2019.0,2374.0,Javon Ivory,Clarke County,Memphis,WR,74.0,190.0,3.0,0.807,Grove Hill,AL,USA,"{'latitude': 31.7087681, 'longitude': -87.7772218, 'fipsCode': '01025'}",2019.0,5.0,south alabama,memphis,0,0,354,0.5006784260515604,0.5515603799185889,0.5312075983717774,0.5515603799185889,Depth / Rotation
